Company Name,Sector,Funding Stage,Amount,Headquarters,Description,Funding Year,Year Founded,Founders,Investors
Lendingkart,FinTech,Debt,15000000,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings"
CRED,FinTech,Series D,215000000,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management"
Karnival,SaaS startup,Seed,2500000,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015.0,Neeraj Tyagi,http://100x.vc/
PharmEasy,HealthTech,Series E,350000000,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec"
WESS,Renewable Energy,Seed,2000000,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989.0,Hitesh Doshi,Centrum Financial Services
ShopSe,FinTech,,5500000,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT"
Fantasy Akhada,Fantasy sports,,600000,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,2020.0,Amit Purohit,Harsha Bhogle
Rage Coffee,Food & Beverages,Pre-series A,0,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,2018.0,Bharat Sethi,"GetVantage, Prakash Katama"
Groww,FinTech,Series D,83000000,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund"
Avanti Finance,FinTech,Series A,26000000,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation
Kudos,FinTech,Pre-series A,0,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,2014.0,Naresh Vigh,Marquee fintech founders
OfBusiness,FinTech,,110000000,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners"
Superpro.ai,Video communication,Seed,3000000,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India"
ShareChat,Social Media,,500000000,Bangalore,ShareChat is a social networking and regional content platform.,2021,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal"
WiT-ACE,Skill development,Seed,1000000,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020.0,Anuranjita Kumar,CitiusTech
Spinny,Retail,Series C,65000000,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
Alteria Capital,FinTech,Debt,150000000000,Mumbai,Alteria Capital is a Venture debt firm .,2021,2018.0,Vinod Murali,
Safexpay,FinTech,,6000000,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017.0,Ravi Gupta,"T Choithrams BVI, Ardor"
PumPumPum,Rental,Pre-series A,700000,Gurugram,Pumpumpum is a car rental company.,2021,2018.0,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank"
Speciale Invest,FinTech,,10000000,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,2017.0,"Vishesh Rajaram, Arjun Rao",
Eunimart,E-commerce,Pre-series A,700000,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016.0,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt"
Meesho,E-commerce,,300000000,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway"
CareerLabs,EdTech,,2200000,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,2019.0,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital
Uable,EdTech,Pre-series A,35000000,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,2020.0,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures"
Zoko,Tech Startup,Seed,140000000,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016.0,"Arjun Paul, Aromal Sivadasan",Y Combinator
GetWork,Recruitment,Seed,200000,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,2019.0,Rahul Veerwal,Artha Venture Fund
Easebuzz,E-commerce,Series A,4000000,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,2015.0,Rohit Prasad,"Jitendra Gupta, Amrish Rau"
Chingari,Social Media,,13000000,Bangalore,Chingari operates as a short video platform.,2021,2018.0,Sumit Ghosh,"FJ Labs, Brian Norgard"
DusMinute,Retail,Pre-series A,1100000,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,2017.0,Apoorva Mishra,Indian Angel Network
Onsurity,HealthCare,,0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,2020.0,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah"
Karbon Card,FinTech,,0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator
Factors.AI,SaaS startup,,2000000,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures"
Elevar,Sports,,2000000,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,2017.0,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital"
Studio Sirah,Computer Games,,800000,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,2020.0,"Abhaas Shah, Prateek Shah",Lumikai
OTO Capital,FinTech,,6000000,Mumbai,The Future Of Vehicle Ownership!,2021,2018.0,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India
1Bridge,Consumer Goods,,2500000,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners
Skeps,FinTech,,9500000,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,2018.0,"Mayank Tewari, Tushar Srivastava",Bertelsmann India
Curefoods,Food & Beverages,,13000000,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,2020.0,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,Information Technology,,5000000,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
Bewakoof,Apparel & Fashion,,8000000,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,2012.0,Prabhkiran Singh,InvestCorp
Kirana247,Logistics & Supply Chain,,1000000,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
NeoDocs,Healthtech,,0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,,200000,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,,12000000,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,,1500000,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
Sporjo,SportsTech,,2000000,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
Advantage Club,HRTech,,1700000,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,2014.0,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,Gaming,,5500000,Pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,FinTech,,1000000,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Eclear Leasing
TartanSense,Information Technology,Series A,5000000,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
Kirana247,Logistics & Supply Chain,Pre-series A,1000000,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",
FanPlay,Computer Games,Series A,1200000,Computer Games,A real money game app specializing in trivia games,2021,2020.0,YC W21,Upsparks
NeoDocs,Healthtech,Pre-seed,0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,Pre-series A,200000,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,Series A,12000000,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,Seed,1500000,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
Sporjo,SportsTech,Pre-series A,2000000,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
SuperGaming,Gaming,Series A,5500000,Pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
O’ Be Cocktails,Wine & Spirits,,400000,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,2021,2019.0,Nitesh Prakash,"First Cheque, Letsventure"
Zetwerk,Mechanical & Industrial Engineering,Series E,150000000,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,"Srinath Ramakkrushnan, Amrit Acharya",
AppsForBharat,Spiritual,Seed,4000000,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,2020.0,Prashant Sachan,"Sequoia Capital India, BEENEXT"
Imagimake,Consumer Goods,,0,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021,2011.0,"Disha Katharani, Ravi Jalan",Velocity
Khatabook,Financial Services,Series C,100000000,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,2018.0,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,Consumer Goods,Series A,6000000,Gurugram,India's largest premium discovery and trial platform!,2021,2015.0,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures
Syook,Industrial Automation,Series A,1000000,Bangalore,Syook is building the next generation enterprise IOT platform.,2021,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC"
Akudo,FinTech,Pre-seed,0,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India"
NOTO,Consumer Goods,Pre-series A,500000,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,2019.0,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,Information Technology,Seed,2000000,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,2013.0,Shoaib Mohammad,Info Edge Ventures
CommerceUp,Information Technology,Seed,0,Gurugram,Grow and manage ecommerce business from single dashboard,2021,2018.0,Piyush Pathak,NB Ventures
Breathe Well-being,Health,Series A,5500000,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,2015.0,"Rohan Verma, Aditya Kaicker",Accel
Hike,Information Technology,,0,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,2012.0,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah"
House of Kieraya,Lifestyle,,15000000,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",2021,2013.0,Ajith Mohan Karimpana,TradeCred
goEgoNetwork,Automotive,,2000000,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,2019.0,"Dheeman Kadam, Sayantan Chakraborti",
Probus,IoT,Bridge,500000,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,2017.0,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures
DrinkPrime,Consumer Goods,,1000000,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,2016.0,Anil Kejriwal,"UC Inclusive Credit, Western Capital"
Smart Express,Logistics,Seed,10000000,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,nan,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,FinTech,Series C,40000000,Bangalore,Smallcase is a new way to invest in the stock markets.,2021,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital
SATYA MicroCapital,Banking,,10000000,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,2017.0,Vivek Tiwari,"responsAbility Investments, Blue Orchard"
